city,country,lat,lng
san vicente de chucurí,colombia,6.8833,-73.4167
hīrākud,india,21.525,83.8727
campbell river,canada,50.0244,-125.2475
lake stevens,united states,48.0024,-122.0953
adamantina,brazil,-21.6847,-51.0733
wavre,belgium,50.7167,4.6
al ḩamdānīyah,iraq,36.2697,43.3775
azazga,algeria,36.7453,4.3711
tamura,japan,37.4333,140.5667
san luis de sincé,colombia,9.25,-75.15
northbrook,united states,42.1292,-87.8352
iyo,japan,33.75,132.7
bagamoyo,tanzania,-6.4444,38.9028
ringsaker,norway,61.0242,10.8019
puerto lópez,colombia,4.0833,-72.9667
kempen,germany,51.3658,6.4194
payao,philippines,7.5857,122.8022
piskent,uzbekistan,40.8992,69.3425
fereydūn kenār,iran,36.6864,52.5225
casilda,argentina,-33.05,-61.1667
formigine,italy,44.6072,10.9333
talanga,honduras,14.4047,-87.0817
āllagadda,india,15.1322,78.5138
seelze,germany,52.3961,9.5981
firavahana,madagascar,-18.6333,46.8667
glastonbury,united states,41.6921,-72.5472
mlimba,tanzania,-8.7786,35.8111
fotadrevo,madagascar,-24.05,45.0167
caucagua,venezuela,10.2822,-66.3772
kulittalai,india,10.9357,78.4241
beidou,taiwan,23.8747,120.5248
mānāmadurai,india,9.6956,78.4564
kalaa srira,tunisia,35.8236,10.5583
blagoveshchensk,russia,55.035,55.9781
aloguinsan,philippines,10.2229,123.5491
tarkwa,ghana,5.3,-1.9833
campoalegre,colombia,2.6867,-75.3256
ḑulay‘ rashīd,saudi arabia,25.5067,42.8614
shaqrā’,saudi arabia,25.2483,45.2528
hatibanda,bangladesh,24.2105,90.1492
dabaga,niger,17.2667,8.1
menen,belgium,50.7956,3.1217
korkino,russia,54.9,61.4167
meppel,netherlands,52.7,6.1833
ngaoundal,cameroon,6.5,13.2667
balingen,germany,48.2731,8.8506
camoapa,nicaragua,12.3842,-85.5119
dhāmnod,india,22.2093,75.4706
bethlehem,united states,42.5856,-73.8219
dueñas,philippines,11.0667,122.6167
baja,hungary,46.1833,18.9536
armação dos búzios,brazil,-22.7469,-41.8819
milaor,philippines,13.5956,123.1781
laoac east,philippines,16.0333,120.55
seiyo,japan,33.3628,132.5108
eşme,turkey,38.4,28.9667
steinfurt,germany,52.1475,7.3442
khodābandeh,iran,36.1194,48.5917
arsin,turkey,40.95,39.9333
odorheiu secuiesc,romania,46.3139,25.3017
anse-à-veau,haiti,18.5167,-73.35
santa cruz,chile,-34.6372,-71.3631
misungwi,tanzania,-2.85,33.0833
gundlupēt,india,11.8,76.68
aguaí,brazil,-22.0603,-46.9736
san javier,spain,37.8037,-0.8343
balarāmpur,india,26.2432,89.5863
aznakayevo,russia,54.85,53.1
victoria,chile,-38.2333,-72.3333
barugo,philippines,11.3167,124.7333
deggendorf,germany,48.8333,12.9667
barra do choça,brazil,-14.8808,-40.5789
goch,germany,51.6839,6.1619
năvodari,romania,44.3211,28.6133
feijó,brazil,-8.1639,-70.3539
north ridgeville,united states,41.3852,-82.0195
sint-pieters-leeuw,belgium,50.7833,4.25
angamāli,india,10.2,76.4
vemalwāda,india,18.4667,78.8833
paithan,india,19.48,75.38
tôrres,brazil,-29.335,-49.7269
kalarūch,india,34.5731,74.321
madhubani,india,26.5147,84.7645
santa cruz das palmeiras,brazil,-21.8269,-47.2489
diaowo,china,39.4812,116.0761
bugasong,philippines,11.0447,122.0647
guying,china,38.0887,114.556
mosonmagyaróvár,hungary,47.8737,17.2687
capelinha,brazil,-17.6908,-42.5158
mogpog,philippines,13.4833,121.8667
del rio,united states,29.3708,-100.8801
dabouziya,morocco,33.3064,-8.3548
santa maria,philippines,14.475,121.425
narsīpatnam,india,17.665,82.614
iława,poland,53.5964,19.5656
aksay,kazakhstan,51.1678,52.995
houlong,taiwan,24.6167,120.7833
castelo,brazil,-20.6039,-41.185
goshen,united states,41.5743,-85.8309
abulug,philippines,18.4441,121.4576
yangquan,china,37.0749,111.5541
jalajala,philippines,14.3557,121.3233
apodi,brazil,-5.6639,-37.7989
espiye,turkey,40.95,38.7333
bonifacio,philippines,8.0527,123.6136
ballesteros,philippines,18.4108,121.5169
san dimas,united states,34.1082,-117.809
dupnitsa,bulgaria,42.265,23.1185
sōsa,japan,35.7075,140.5642
yhú,paraguay,-25.06,-55.93
shingū,japan,33.7153,130.4465
springville,united states,40.1638,-111.6205
awa,japan,34.1014,134.2964
benton,united states,34.5776,-92.5713
phra phutthabat,thailand,14.7212,100.8047
zhitiqara,kazakhstan,52.1908,61.2011
hinesville,united states,31.8248,-81.6137
banda,india,24.0449,78.9609
biharamulo,tanzania,-2.6333,31.3167
sarpol-e z̄ahāb,iran,34.4611,45.8628
dzierżoniów,poland,50.7281,16.6511
zelenokumsk,russia,44.4167,43.9167
buenos aires,colombia,2.9167,-76.6667
abashiri,japan,44.0167,144.2667
santa maria,philippines,15.9808,120.7003
shangzhen,china,33.7116,110.2575
são luís do quitunde,brazil,-9.3178,-35.5608
la blanca,guatemala,14.5791,-92.1414
merseburg,germany,51.3544,11.9928
zweibrücken,germany,49.25,7.3667
kasba,india,25.8564,87.5384
socorro,united states,31.6383,-106.2601
ijsselstein,netherlands,52.0167,5.0333
madakalavāripalli,india,14.7475,79.0843
ofunato,japan,39.0819,141.7086
inca,spain,39.7167,2.9167
spanaway,united states,47.0979,-122.4233
richmond,united states,37.7307,-84.2925
qaşr al qarabūllī,libya,32.75,13.7167
randolph,united states,42.1778,-71.0539
barsinghausen,germany,52.3,9.4811
tábor,czechia,49.4144,14.6578
bugojno,bosnia and herzegovina,44.0572,17.4508
heunghae,south korea,36.1167,129.35
betafo,madagascar,-19.84,46.855
pleasant hill,united states,37.9539,-122.0759
falls,united states,40.1686,-74.7915
ankola,india,14.6605,74.3047
guarambaré,paraguay,-25.49,-57.46
cachoeira,brazil,-12.6178,-38.9558
bayog,philippines,7.8474,123.0423
esposende,portugal,41.5333,-8.7833
playas,ecuador,-2.63,-80.39
zhangzhengqiao,china,38.4042,106.3567
parnarama,brazil,-5.6819,-43.0928
ocuilan de arteaga,mexico,19.0,-99.4
sabaneta,dominican republic,19.4833,-71.35
cañete,chile,-37.7994,-73.3953
tiruvūr,india,17.1,80.6
hemer,germany,51.3833,7.7667
university place,united states,47.2147,-122.5461
stow,united states,41.1765,-81.4344
skhira,tunisia,34.3006,10.0708
kópavogur,iceland,64.1108,-21.9094
cameron highlands,malaysia,4.5,101.5
songcaozhen,china,37.7562,114.5834
centenario,argentina,-38.8,-68.1333
humenné,slovakia,48.9358,21.9067
cícero dantas,brazil,-10.6,-38.3828
quilevo,angola,-7.6167,15.05
new panamao,philippines,5.9667,121.2
bāft,iran,29.2331,56.6022
mnasra,morocco,34.7667,-5.5167
áno liósia,greece,38.0833,23.7
kaneohe,united states,21.4062,-157.7904
gotō,japan,32.7,128.8333
banes,cuba,20.9697,-75.7117
oława,poland,50.9333,17.3
gerāsh,iran,27.6672,54.1411
iturama,brazil,-19.7278,-50.1958
xincheng,china,38.2679,114.6832
inabe,japan,35.1156,136.5614
degāna,india,26.8951,74.3222
curuzú cuatiá,argentina,-29.7833,-58.0833
hisuā,india,24.8336,85.4173
vassouras,brazil,-22.4039,-43.6628
nola,italy,40.9333,14.5333
fruit cove,united states,30.0972,-81.6175
monroe,united states,35.0063,-80.5596
youwangjie,china,24.8695,99.1067
minas de matahambre,cuba,22.5822,-83.9492
simunul,philippines,4.898,119.8213
sirīpur,india,25.997,86.9599
shinjō,japan,38.7667,140.3
risod,india,19.97,76.78
râmnicu sărat,romania,45.38,27.06
exmouth,united kingdom,50.62,-3.413
pingtang,china,22.7542,111.7527
jaguaribe,brazil,-5.8908,-38.6219
belhi,india,26.5769,86.1723
shamsābād,india,17.2603,78.3969
zamānia,india,25.4194,83.5569
douglasville,united states,33.7384,-84.7054
casale monferrato,italy,45.1342,8.4583
almora,india,29.5971,79.6591
fairborn,united states,39.801,-84.0094
biwong,cameroon,3.1333,11.15
korschenbroich,germany,51.1833,6.5167
talayan,philippines,6.9844,124.3564
san manuel,philippines,17.0167,121.6333
tandubas,philippines,5.134,120.3461
lommel,belgium,51.2333,5.3167
kallidaikurichi,india,8.6859,77.4659
santa ana nextlalpan,mexico,19.7167,-99.0667
butte,united states,45.902,-112.6571
vibo valentia,italy,38.6753,16.0959
sibutu,philippines,4.85,119.4667
dakota ridge,united states,39.6192,-105.1344
machachi,ecuador,-0.51,-78.57
tōon,japan,33.7833,132.8667
toda bhīm,india,26.9167,76.8167
oildale,united states,35.4293,-119.0306
kohtla-järve,estonia,59.3978,27.2572
qingyang,china,36.1985,113.4313
cariari,costa rica,10.4349,-83.6851
mason,united states,39.3571,-84.3023
missão velha,brazil,-7.25,-39.1428
oswego,united states,41.6834,-88.3372
borne,india,25.5431,86.6999
são sebastião,brazil,-9.9339,-36.5539
pinukpuk,philippines,17.5731,121.3653
gadsden,united states,34.0086,-86.0157
plainfield,united states,39.6954,-86.3716
penalva,brazil,-3.2939,-45.1739
guindulman,philippines,9.762,124.488
úbeda,spain,38.0117,-3.3717
gulkevichi,russia,45.3594,40.7072
businga,congo (kinshasa),3.3397,20.87
bogorodsk,russia,56.1167,43.5
znojmo,czechia,48.8556,16.0489
pangururan,indonesia,2.6075,98.6959
lautaro,chile,-38.5167,-72.45
san quintin,philippines,15.9844,120.815
san josé poaquil,guatemala,14.8167,-90.9
cambrai,france,50.1767,3.2356
são desidério,brazil,-12.3628,-44.9728
puqiancun,china,20.0263,110.578
manitowoc,united states,44.0991,-87.6812
lufkin,united states,31.3217,-94.7277
çınarcık,turkey,40.6422,29.1203
caldono,colombia,2.8,-76.5333
general nakar,philippines,14.7631,121.635
tepeji del río de ocampo,mexico,19.9039,-99.3414
komárno,slovakia,47.7633,18.1283
cedar city,united states,37.6834,-113.0956
datang,china,26.3909,108.0764
shāhīn dezh,iran,36.6792,46.5669
vitrolles,france,43.46,5.2486
nāz̧erābād,iran,31.5775,54.4369
deer park,united states,29.6898,-95.1151
gyapekurom,ghana,7.5833,-2.7833
lexington,united states,42.4456,-71.2307
quinchía,colombia,5.3379,-75.7296
rafaḩ,egypt,31.2808,34.2414
kokrajhar,india,26.4,90.27
mcminnville,united states,45.211,-123.1918
dao,philippines,11.38,122.63
palapag,philippines,12.547,125.116
goianira,brazil,-16.4958,-49.4258
tobelo,indonesia,1.7319,128.0078
cravinhos,brazil,-21.3403,-47.7294
tabango,philippines,11.3067,124.3714
şereflikoçhisar,turkey,38.9444,33.5419
tynaarlo,netherlands,53.0833,6.5833
initao,philippines,8.5,124.3167
peyziwat,china,39.4905,76.7389
cantilan,philippines,9.3356,125.9769
derry,united states,42.8888,-71.2804
nowy targ,poland,49.4667,20.0167
viernheim,germany,49.5417,8.5786
marignane,france,43.416,5.2145
termoli,italy,42.0,14.9833
geldern,germany,51.5197,6.3325
byādgi,india,14.6733,75.4868
grodzisk mazowiecki,poland,52.1167,20.6333
biberach,germany,48.1,9.7833
shisō,japan,35.0,134.55
san martín sacatepéquez,guatemala,14.8246,-91.6425
cishan,china,36.578,114.102
río verde arriba,dominican republic,19.32,-70.57
pulgaon,india,20.726,78.317
irvine,united kingdom,55.6201,-4.6614
valuyki,russia,50.2167,38.1
woodridge,united states,41.737,-88.0409
bassin bleu,haiti,19.7833,-72.8
romans-sur-isère,france,45.0464,5.0517
paşcani,romania,47.2494,26.7272
binche,belgium,50.4,4.1667
fungurume,congo (kinshasa),-10.6167,26.3
uonuma,japan,37.2301,138.9615
dimona,israel,31.0667,35.0333
san agustín,colombia,1.9,-76.2833
mascalucia,italy,37.5667,15.05
annigeri,india,15.4251,75.4335
boğazlıyan,turkey,39.1942,35.2472
câmpina,romania,45.13,25.74
san remigio,philippines,10.8331,122.0875
santa ana,venezuela,11.068,-63.9221
chand chaur,india,25.7276,85.7865
villena,spain,38.635,-0.8658
pontneddfechan,united kingdom,51.7554,-3.5878
prairieville,united states,30.3151,-90.9571
new city,united states,41.1542,-73.9912
tobias fornier,philippines,10.5178,121.945
piombino,italy,42.9348,10.5221
zhuqi,taiwan,23.5065,120.6021
lochem,netherlands,52.1615,6.4152
victoria falls,zimbabwe,-17.9333,25.8333
mahasoabe,madagascar,-21.5833,47.2167
atiquizaya,el salvador,13.9667,-89.75
matozinhos,brazil,-19.5578,-44.0808
stuhr,germany,53.0167,8.75
castelfranco veneto,italy,45.6667,11.9333
lianga,philippines,8.633,126.0932
san antonio de los baños,cuba,22.8889,-82.4989
réo,burkina faso,12.3167,-2.4667
zhaitangcun,china,24.5133,112.3451
cookeville,united states,36.1482,-85.5109
lupi viejo,philippines,13.7908,122.9092
spruce grove,canada,53.545,-113.9008
san juan nepomuceno,colombia,9.95,-75.0833
yinchengpu,china,39.8189,118.188
shikārpūr,india,28.2814,78.0108
dartmouth,united states,41.6138,-70.9973
catmon,philippines,10.6667,123.95
majagual,colombia,8.5,-74.6667
westlake,united states,41.4524,-81.9294
ankazomiriotra,madagascar,-19.65,46.5
sneek,netherlands,53.0325,5.66
tortosa,spain,40.8125,0.5211
dīvāndarreh,iran,35.9139,47.0239
eirunepé,brazil,-6.6597,-69.8744
brumadinho,brazil,-20.1428,-44.2
maromandia,madagascar,-14.2167,48.0833
sibagat,philippines,8.8219,125.6938
mizuho,japan,35.772,139.354
merritt island,united states,28.3139,-80.6708
shamsābād,india,27.02,78.13
bacarra,philippines,18.2519,120.6107
baltiysk,russia,54.65,19.9167
vadavalli,india,11.0258,76.9038
oulad zemam,morocco,32.35,-6.6333
naguilian,philippines,17.0167,121.85
kondapalle,india,16.6167,80.5333
elmina,ghana,5.0833,-1.35
lewiston,united states,46.3934,-116.9933
pôrto de moz,brazil,-1.7478,-52.2378
furmanov,russia,57.25,41.1333
descalvado,brazil,-21.9039,-47.6189
ojiya,japan,37.3144,138.7951
turiaçu,brazil,-1.6628,-45.3719
sındırgı,turkey,39.24,28.175
almendralejo,spain,38.6833,-6.4167
datu paglas,philippines,6.7669,124.85
kadingilan,philippines,7.6003,124.9097
nizhneudinsk,russia,54.9333,99.0
midlothian,united states,32.4669,-96.989
lebowakgomo,south africa,-24.2,29.5
xinyuan,taiwan,22.5149,120.447
batan,philippines,11.5853,122.4981
ben ahmed,morocco,33.0655,-7.2464
dhekiajuli,india,26.7037,92.4781
capoocan,philippines,11.2944,124.6419
moose jaw,canada,50.3933,-105.5519
ken caryl,united states,39.577,-105.1144
landskrona,sweden,55.8706,12.8311
debagrām,india,23.6833,88.2833
bozdoğan,turkey,37.6728,28.3103
bāmaur,india,26.339,78.101
custódia,brazil,-8.0875,-37.6431
tiruchendūr,india,8.4946,78.1219
uelzen,germany,52.9647,10.5658
camiri,bolivia,-20.0386,-63.5183
cooper city,united states,26.0463,-80.2862
ban pak phun,thailand,8.5391,99.9702
el ksar,tunisia,34.39,8.8
tekes,china,43.2181,81.8372
woodstock,united states,34.1026,-84.5091
la trinidad,nicaragua,12.9678,-86.2339
côtes de fer,haiti,18.1833,-73.0
golungo alto,angola,-9.1333,14.7667
bell ville,argentina,-32.6333,-62.6833
bhawānīpur rājdhām,india,25.6501,87.1396
didouche mourad,algeria,36.4484,6.6339
martinez,united states,33.5209,-82.0985
south riding,united states,38.912,-77.5132
geraardsbergen,belgium,50.7667,3.8667
valparaiso,united states,41.4783,-87.0506
batobato,philippines,6.8361,126.0889
churi,india,23.6549,85.0128
villafranca di verona,italy,45.35,10.85
reghin,romania,46.7758,24.7083
xiadian,china,39.9435,116.912
léo,burkina faso,11.1,-2.1
mazarrón,spain,37.5983,-1.3139
sertânia,brazil,-8.0706,-37.2658
olkusz,poland,50.2813,19.565
dej,romania,47.0872,23.8053
poço redondo,brazil,-9.8058,-37.685
bad nauheim,germany,50.3667,8.75
masiu,philippines,7.8167,124.3167
‘ajab shīr,iran,37.4831,45.89
parkland,united states,26.3219,-80.2533
villa riva,dominican republic,19.1667,-69.9
mella,cuba,20.3694,-75.9111
walla walla,united states,46.0671,-118.3368
jishi,china,35.8511,102.4788
penticton,canada,49.4911,-119.5886
jaguarari,brazil,-10.26,-40.1958
leawood,united states,38.9075,-94.6258
fatehpur sīkri,india,27.0911,77.6611
belen,turkey,36.4889,36.1944
encrucijada,cuba,22.6169,-79.8661
chilecito,argentina,-29.1667,-67.5
midsalip,philippines,8.0328,123.3147
graham,united states,47.0322,-122.2827
rahachow,belarus,53.1,30.05
sapa sapa,philippines,5.0899,120.2729
rubengera,rwanda,-2.0519,29.4144
sukhoy log,russia,56.9167,62.05
warwick,united kingdom,52.28,-1.59
comé,benin,6.4,1.8833
puerto rico,colombia,1.9142,-75.145
vyatskiye polyany,russia,56.2239,51.0633
ronda,spain,36.7372,-5.1647
carmel,united states,41.3899,-73.7239
tucumã,brazil,-6.7519,-51.1539
banate,philippines,11.05,122.7833
getafe,philippines,10.15,124.15
jamikunta,india,18.2864,79.4761
patrātu,india,23.67,85.28
san antero,colombia,9.3833,-75.75
schwedt (oder),germany,53.05,14.2667
vechta,germany,52.7306,8.2886
rexburg,united states,43.8226,-111.7919
ōno,japan,35.9797,136.4875
macuro,venezuela,10.65,-61.9333
menlo park,united states,37.4685,-122.1673
sicuani,peru,-14.272,-71.229
lianmuqin kancun,china,42.8833,89.9333
korsakov,russia,46.6333,142.7667
ibaté,brazil,-21.955,-47.9969
barra do bugres,brazil,-15.0728,-57.1808
são domingos do maranhão,brazil,-5.5758,-44.385
corinto,colombia,3.1739,-76.2594
mildura,australia,-34.1889,142.1583
zhanjia,china,34.7564,109.3846
asse,belgium,50.9,4.2
sakaiminato,japan,35.5333,133.2333
chascomús,argentina,-35.575,-58.0089
darsi,india,15.7667,79.6833
manatí,cuba,21.3144,-76.9378
aleshtar,iran,33.8633,48.2619
batouri,cameroon,4.4333,14.3667
rheinfelden (baden),germany,47.5611,7.7917
fomento,cuba,22.1053,-79.7203
são bento,brazil,-6.4858,-37.4508
ayvacık,turkey,39.6011,26.4047
shangcaiyuan,china,24.6817,102.6918
cottonwood heights,united states,40.6137,-111.8144
jhanjhārpur,india,26.2647,86.2799
makhdumpur,india,25.072,84.973
manlius,united states,43.049,-75.9792
iriba,chad,15.1167,22.25
ōsawa,japan,33.2,130.3833
an’gang,south korea,35.99,129.227
castro,chile,-42.4667,-73.8
columbio,philippines,6.7,124.9333
iperó,brazil,-23.3503,-47.6886
shaliuhe,china,39.8728,117.939
caçapava do sul,brazil,-30.5119,-53.4908
kearney,united states,40.7011,-99.0833
mercedes,argentina,-29.2,-58.0833
kavundappādi,india,11.4248,77.5579
port moody,canada,49.2831,-122.8317
pikesville,united states,39.3893,-76.702
orodara,burkina faso,10.98,-4.91
niangoloko,burkina faso,10.2833,-4.9167
taishi,japan,34.8333,134.5724
slobodskoy,russia,58.7208,50.185
rodas,cuba,22.3428,-80.5553
pôrto união,brazil,-26.2378,-51.0778
san vicente,philippines,10.5281,119.2542
ar raḩmānīyah,egypt,31.1062,30.6337
sahuarita,united states,31.9323,-110.9654
crown point,united states,41.4143,-87.3457
calape,philippines,9.8833,123.8833
ārumuganeri,india,8.5717,78.0922
nānjikkottai,india,10.7453,79.1289
timberwood park,united states,29.6995,-98.4838
kos,greece,36.85,27.2333
pruszcz gdański,poland,54.2667,18.6333
bôca do acre,brazil,-8.7519,-67.3978
city bell,argentina,-34.85,-58.05
madikeri,india,12.4209,75.7397
boxtel,netherlands,51.5833,5.3333
hlukhiv,ukraine,51.6765,33.9078
date,japan,42.4719,140.8647
al mindak,saudi arabia,20.1833,41.2333
shalingzicun,china,40.6807,114.9205
chimbarongo,chile,-34.7089,-71.0431
vác,hungary,47.7752,19.131
xinbu,taiwan,24.8478,121.0956
nautan dube,india,26.7118,84.503
castro-urdiales,spain,43.3844,-3.215
warminster,united states,40.2043,-75.0915
nokia,finland,61.4767,23.5053
gölbaşı,turkey,37.7839,37.6444
shōbara,japan,34.8544,133.0192
aranda de duero,spain,41.6833,-3.6833
udaipur,india,23.5389,91.4917
baturité,brazil,-4.3289,-38.885
arteijo,spain,43.3044,-8.5114
san sebastián de mariquita,colombia,5.25,-74.9167
abbiategrasso,italy,45.4,8.9167
loughton,united kingdom,51.6494,0.0735
epe,netherlands,52.35,5.9833
radnor,united states,40.0287,-75.3675
kolín,czechia,50.0281,15.2006
la virginia,colombia,4.9167,-75.8333
hayama,japan,35.2725,139.5861
vintar,philippines,18.2306,120.6489
perşembe,turkey,41.0656,37.7714
umaria,india,23.5247,80.8372
dupax del norte,philippines,16.3075,121.1019
brejo,brazil,-3.6839,-42.75
southport,australia,-27.9667,153.4
conceição de jacuípe,brazil,-12.3269,-38.765
pandami,philippines,5.5333,120.75
tayshet,russia,55.95,98.0167
tavda,russia,58.05,65.2667
milot,haiti,19.6047,-72.2186
huangzhuang,china,39.9905,117.1037
bethel park,united states,40.3238,-80.0364
amparafaravola,madagascar,-17.5833,48.2167
pantelimon,romania,44.45,26.2
gīmbī,ethiopia,9.1667,35.8333
salina,united states,43.1023,-76.1768
glossop,united kingdom,53.443,-1.949
police,poland,53.5333,14.5667
sherpur,india,25.6539,84.9793
kusapín,panama,9.18,-81.89
kareli,india,22.9153,79.0638
kārkala,india,13.2,74.98
hāngal,india,14.7646,75.1246
tynda,russia,55.1667,124.7167
kaarina,finland,60.4,22.3667
mohnyin,myanmar,24.7833,96.3667
são luís gonzaga,brazil,-28.4078,-54.9608
los gatos,united states,37.2304,-121.9562
obukhiv,ukraine,50.1109,30.6269
brooklyn center,united states,45.0681,-93.3162
watari,japan,38.0442,140.8676
canavieiras,brazil,-15.675,-38.9469
anserma,colombia,5.2381,-75.784
oldenzaal,netherlands,52.3167,6.9333
almeirim,brazil,-1.5228,-52.5819
alamnagar,india,25.561,86.9014
muconda,angola,-10.6,21.3167
wisbech,united kingdom,52.664,0.16
rencun,china,22.6585,112.3674
temascalapa,mexico,19.8,-98.9
palmira,cuba,22.2444,-80.3944
waikabubak,indonesia,-9.6358,119.4131
pivijay,colombia,10.4667,-74.6167
shatura,russia,55.5667,39.55
puerto cumarebo,venezuela,11.4861,-69.3503
camacan,brazil,-15.4189,-39.4958
zgorzelec,poland,51.15,15.0083
san roque,spain,36.2097,-5.3844
djenné,mali,13.9,-4.55
bragado,argentina,-35.1167,-60.5
coxim,brazil,-18.5069,-54.76
epsom,united kingdom,51.336,-0.267
petersburg,united states,37.2043,-77.3913
ross,united states,40.5256,-80.0243
dipaculao,philippines,15.9833,121.6333
andırın,turkey,37.5764,36.3506
castelfranco emilia,italy,44.5967,11.0528
goldsboro,united states,35.3778,-77.9717
fucheng,china,35.3678,103.7074
dumalinao,philippines,7.8167,123.3667
minamikyūshū,japan,31.3778,130.4419
khvāf,iran,34.5764,60.1408
de aar,south africa,-30.65,24.0167
san lazzaro di savena,italy,44.4716,11.4049
příbram,czechia,49.6883,14.0092
aravan,kyrgyzstan,40.515,72.4992
correntina,brazil,-13.3428,-44.6369
lucera,italy,41.5,15.3333
lawrence,united states,40.2954,-74.7205
forchheim,germany,49.7197,11.0581
asakuchi,japan,34.5247,133.5875
redmond,united states,44.2612,-121.181
kakira,uganda,0.5036,33.2825
água preta,brazil,-8.7,-35.35
shimotoba,japan,34.8838,135.663
upper merion,united states,40.0902,-75.3791
lower makefield,united states,40.2309,-74.855
vohitromby,madagascar,-23.3,47.5333
kamaishi,japan,39.2758,141.8857
fuquay-varina,united states,35.5953,-78.7778
laojiezi,china,26.86,103.1306
palmeira das missões,brazil,-27.8989,-53.3139
lampertheim,germany,49.6,8.4667
alabaster,united states,33.2198,-86.8225
kovūr,india,14.4833,79.9833
lumbang,philippines,14.297,121.459
rio das pedras,brazil,-22.8428,-47.6058
bungoōno,japan,32.9833,131.5833
massafra,italy,40.5833,17.1167
sānchor,india,24.7517,71.7762
knokke-heist,belgium,51.3414,3.2869
umarkot,india,19.6653,82.2063
mashiki,japan,32.8006,130.817
ambodimanga ii,madagascar,-17.2667,49.1667
san luis,cuba,22.2828,-83.7681
wakabadai,japan,45.4156,141.6731
puebloviejo,colombia,10.9972,-74.2875
mushie,congo (kinshasa),-3.0167,16.9167
kadınhanı,turkey,38.2397,32.2114
purāini,india,25.1426,86.9797
forbe oroya,peru,-11.522,-75.91
didy,madagascar,-18.1167,48.5333
franklin,united states,42.0862,-71.4113
rusera,india,25.76,86.03
gillette,united states,44.2752,-105.4982
sarıkaya,turkey,39.4936,35.3769
biritiba-mirim,brazil,-23.5728,-46.0389
yamanashi,japan,35.6934,138.6869
maragogi,brazil,-9.0122,-35.2225
kennesaw,united states,34.026,-84.6177
dolores,philippines,14.0157,121.4011
las mercedes,venezuela,8.5104,-66.503
liptovský mikuláš,slovakia,49.0842,19.6022
itzehoe,germany,53.925,9.5164
carapeguá,paraguay,-25.769,-57.247
osvaldo cruz,brazil,-21.7967,-50.8786
bardejov,slovakia,49.2933,21.2761
gumdag,turkmenistan,39.2061,54.5906
gyzylgaya,turkmenistan,40.6219,55.4656
zumbo,mozambique,-15.6167,30.45
hinda,congo (brazzaville),-4.6133,12.0408
colombia,cuba,20.9906,-77.4158
fallbrook,united states,33.3693,-117.2259
jülich,germany,50.9222,6.3583
maḩallat damanah,egypt,31.0754,31.4959
pueblo west,united states,38.3465,-104.7246
leamington,canada,42.0667,-82.5833
ayorou,niger,14.735,0.92
teykovo,russia,56.8547,40.5411
charthāwal,india,29.55,77.5833
esperança,brazil,-7.0333,-35.85
chernushka,russia,56.5167,56.1
sayram,kazakhstan,42.3,69.7667
pullman,united states,46.7336,-117.168
massango,angola,-11.3167,14.9333
la uruca,costa rica,9.9575,-84.1327
örnsköldsvik,sweden,63.2908,18.7156
bembe,angola,-7.1,14.45
dara,senegal,15.35,-15.6
dellys,algeria,36.9133,3.9141
bernburg,germany,51.8,11.7333
badoc,philippines,17.9267,120.4754
baraguá,cuba,21.6819,-78.6244
dehlorān,iran,32.6942,47.2678
buloqboshi,uzbekistan,40.6222,72.5028
gandu,brazil,-13.7439,-39.4869
ketti,india,11.4,76.7
aalsmeer,netherlands,52.2667,4.75
sō,japan,31.6536,131.0194
ōiso,japan,35.3069,139.3113
ţafas,syria,32.7356,36.0669
wernigerode,germany,51.835,10.7853
ciudad del plata,uruguay,-34.7667,-56.3806
trëkhgornyy,russia,54.8,58.45
la mesa,colombia,4.6303,-74.4625
tawsalun,myanmar,21.406,94.136
st. charles,united states,41.9193,-88.3109
erraguntla,india,14.6333,78.5333
araban,turkey,37.4247,37.6928
curralinho,brazil,-1.8139,-49.795
kifrī,iraq,34.6833,44.9667
unchagao,india,16.6988,74.2749
oisterwijk,netherlands,51.5833,5.2
arbaoua,morocco,34.9,-5.9167
manises,spain,39.4833,-0.45
şāfītā,syria,34.8167,36.1167
san felipe,mexico,21.4833,-101.2167
puerto escondido,colombia,8.95,-76.25
kuji,japan,40.1905,141.7757
spring valley,united states,32.7317,-116.9766
satānā,india,20.5797,74.216
achim,germany,53.0653,9.0342
quţūr,egypt,30.9735,30.9563
campos novos,brazil,-27.4019,-51.225
matalom,philippines,10.2833,124.8
baraawe,somalia,1.1133,44.0303
american fork,united states,40.3783,-111.7953
são joão da barra,brazil,-21.64,-41.0508
presidente figueiredo,brazil,-2.0172,-60.025
buco zau,angola,-4.795,12.5467
monteiro,brazil,-7.8889,-37.12
são miguel arcanjo,brazil,-23.8778,-47.9969
ylöjärvi,finland,61.55,23.5833
payshamba shahri,uzbekistan,40.0078,66.2372
épinal,france,48.1744,6.4512
yufu,japan,33.1833,131.4333
turaiyūr,india,11.1686,78.6211
bocas de satinga,colombia,2.3469,-78.3256
mānwat,india,19.3,76.5
kaizu,japan,35.2206,136.6365
ansongo,mali,15.665,0.5028
ingenio,spain,27.9214,-15.4324
chancay,peru,-11.5653,-77.2714
elk grove village,united states,42.0064,-87.9921
tārānagar,india,28.6689,75.0406
mandaguari,brazil,-23.5478,-51.6708
